"SP_ID","OBJECTID_1","OBJECTID","SitRecID","Region","Country","ISO3","NatName","IntName","FinCode","SitLat","SitLong","SitArea","Protect","Num_PAs","IbaStatus","KbaStatus","AzeStatus","CREATEDBY","ADDEDBY","ADDEDDATE","CHANGEBY","CHANGEDATE","Query","SOURCE","DELTXT","DELGEOM","MarineIBA","Shape_Leng","Shape_Area","Lat_DD","Lon_DD","biome","area","matched_ib","matched__1","matched__2","matched__3","matched__4","glds90ag","glds95ag","glds00ag"
"170",12418,2575,2892,"Europe","Italy","ITA","Sentina","Sentina","IT087",43.4833333333,13.6666666667,122,"Whole",2,"confirmed","confirmed",NA,NA,"Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"BirdLife International: Global IBA Layer - 13th June 2008",NA,"Refined polygon",NA,0.07376408666,0.00013356258,42.8998330721,13.9102919002,0,121.244,2892,0,-9999,-9999,-9999,1123.92004394531,1173.57299804688,1215.69104003906
"171",12453,3358,6169,"Africa","Algeria","DZA","Garaet et-Tarf","Garaet et-Tarf","DZ014",35.6666666667,7.15,30000,"Little/none",0,"confirmed","confirmed",NA,"Dan Omolo, BirdLife International","Gill Bunting, BirdLife International","2007/08/02",NA,NA,-1,"IBA directory description","Digitised from Google Earth imagery. Interpretation from IBA directory","Draft polygon",NA,0.75091769905,0.02309627722,35.678592267,7.13333704323,0,23248.9,6169,1,-9999,-9999,-9999,68.151188982545,76.437076982443,84.174476435054
"172",12505,3686,6514,"Africa","Morocco","MAR","Plage Blanche - Ras Takoumba","Plage Blanche - Ras Takoumba","MA039",28.8833333333,-10.75,25000,"Little/none",0,"confirmed","confirmed",NA,NA,"Gill Bunting, BirdLife International","2007/08/02",NA,NA,-1,"IBA directory description","Digitised from Google Earth imagery. Interpretation from IBA directory - Need to consult to check accuracy of interpretation","Draft polygon",NA,0.92503584522,0.00377209881,28.9062469568,-10.7283798089,0,4092.04,6514,1,-9999,-9999,-9999,11.975700378418,13.197750091553,14.354860305786
"173",12519,4079,6927,"Africa","Tunisia","TUN","Sebkhet Sedjoumi","Sebkhet Sedjoumi","TN010",36.75,10.1333333333,2700,"Whole",1,"confirmed","confirmed",NA,NA,"Gill Bunting, BirdLife International",NA,NA,NA,-1,NA,NA,"Draft polygon",NA,0.29425025154,0.00272995922,36.7589877263,10.1510087175,0,2710.3,6927,1,-9999,-9999,-9999,1832.66058699492,1943.3843053344,1999.32747499502
"174",12523,4083,6931,"Africa","Tunisia","TUN","Lagune de Korba","Lagune de Korba","TN014",36.6833333333,10.9333333333,1200,"Whole",1,"confirmed","confirmed",NA,NA,"Gill Bunting, BirdLife International",NA,NA,NA,-1,NA,NA,"Draft polygon",NA,0.18187387221,0.00037989478,36.6147432218,10.8907049763,0,377.867,6931,1,-9999,-9999,-9999,186.66960144043,204.255996704102,216.302597045898
"175",12534,4094,6942,"Africa","Tunisia","TUN","Chambi","Chambi","TN025",35.1,8.71666666667,6723,"Whole",2,"confirmed","confirmed",NA,NA,"Gill Bunting, BirdLife International",NA,NA,NA,-1,"Retained in favour of KBA and WDPA polygon as spatial registration appears better",NA,"Draft polygon",NA,0.45562533969,0.00754281159,35.2063041311,8.69956118932,0,7637.32,6942,1,-9999,-9999,-9999,43.963088989258,48.80685043335,51.010738372803
"176",12792,0,102,"Europe","Bosnia and Herzegovina","BIH","Hutovo blato","Hutovo blato","BA001",43.05,17.6166666667,7411,"Whole",1,"confirmed","confirmed",NA,"Gill Bunting","Gill Bunting, BirdLife International","2013/06/26",NA,NA,0,"Retained in preference to KBA polygon as covers a larger area, better reflecting the text description","Digitized in Google Earth by Gill Bunting at BirdLife International, based on sketch maps availible on the Internet in June 2013","Draft polygon",NA,0.44400885367,0.00931799834,43.0570050982,17.7839074129,0,8437.02,102,0,-9999,-9999,-9999,104.647003173828,81.132347106934,92.043212890625
"177",12912,993,6138,"Africa","Cape Verde","CPV","Ribeira do Rabil","Ribeira do Rabil","CV002",16.1333333333,-22.9,300,"Little/none",0,"confirmed","confirmed",NA,"CEPF","Gill Bunting, BirdLife International","2013/12/02",NA,"1899/12/30",0,"CEPF Mediteranean Hotspot Profile, 2011 , original source IBA directory description digitized by BirdLife International",NA,"Draft Polygon",NA,0.0804663121,0.0004000333,16.1420863075,-22.8992682798,0,476.179,6138,1,-9999,-9999,-9999,4.977672100067,5.688316822052,6.48720407486
"178",14758,0,7148,"Africa","South Africa","ZAF","Alexandria coastal belt","Alexandria coastal belt","ZA073",-33.7,26.2666666667,15460,"Some",1,"confirmed",NA,NA,"Ernst Retief, BirdLife South Africa","Gill Bunting, BirdLife International","2014/06/04",NA,NA,0,"Updated Version provided by partner in May 2014",NA,"Refined polygon",NA,2.44205137206,0.13222690685,0,0,0,136417,7148,1,-9999,-9999,-9999,8.72194802296,9.938060501567,10.951005196393
"179",14760,0,7169,"Africa","South Africa","ZAF","Overberg Wheatbelt","Overberg Wheatbelt","ZA094",-34.4166666667,19.9,300000,"Little/none",0,"confirmed",NA,NA,"Ernst Retief, BirdLife South Africa","Gill Bunting, BirdLife International","2014/06/04",NA,NA,0,"Updated Version provided by partner in May 2014",NA,"Refined polygon",NA,7.03995747319,0.7229122601,0,0,0,739741,7169,1,-9999,-9999,-9999,5.987755010937,6.652040789687,7.348732145057
"180",14767,0,7082,"Africa","South Africa","ZAF","Nyl River Floodplain","Nyl River Floodplain","ZA007",-24.65,28.7,16000,"Some",2,"confirmed",NA,NA,"Ernst Retief, BirdLife South Africa","Gill Bunting, BirdLife International","2014/06/04",NA,NA,0,"Updated Version provided by partner in May 2014",NA,"Refined polygon",NA,1.22497249274,0.03887548336,0,0,0,43834,7082,1,-9999,-9999,-9999,3.649084530664,4.879154378718,6.313992920744
"181",14769,0,7092,"Africa","South Africa","ZAF","Pilanesberg National Park","Pilanesberg National Park","ZA017",-25.25,27.0833333333,50000,"Whole",1,"confirmed",NA,NA,"Ernst Retief, BirdLife South Africa","Gill Bunting, BirdLife International","2014/06/04",NA,NA,0,"Updated Version provided by partner in May 2014",NA,"Refined polygon",NA,1.04217920899,0.04442482935,0,0,0,49794.5,7092,1,-9999,-9999,-9999,27.232493605966,25.710234419502,23.477012579544
"182",14779,0,7089,"Africa","South Africa","ZAF","Amersfoort - Bethal - Carolina District","Amersfoort - Bethal - Carolina District","ZA014",-26.5333333333,29.8333333333,120000,"Little/none",0,"confirmed",NA,NA,"Ernst Retief, BirdLife South Africa","Gill Bunting, BirdLife International","2014/06/04",NA,NA,0,"Updated Version provided by partner in May 2014",NA,"Refined polygon",NA,2.5739806312,0.31083986941,0,0,0,344713,7089,1,-9999,-9999,-9999,17.648263434788,22.220862576787,27.13886369769
"183",14790,0,7163,"Africa","South Africa","ZAF","Dassen Island","Dassen Island","ZA088",-33.4166666667,18.0833333333,273,"Whole",2,"confirmed",NA,NA,"Ernst Retief, BirdLife South Africa","Gill Bunting, BirdLife International","2014/06/04",NA,NA,0,"Updated Version provided by partner in May 2014",NA,"Refined polygon",NA,0.11155311369,0.0007143896,0,0,0,738.871,7163,1,-9999,-9999,-9999,0,0,0
"184",14831,0,7127,"Africa","South Africa","ZAF","Umvoti Vlei","Umvoti Vlei","ZA052",-29.15,30.5666666667,2800,"Little/none",1,"confirmed",NA,NA,"Ernst Retief, BirdLife South Africa","Gill Bunting, BirdLife International","2014/06/04",NA,NA,0,"Updated Version provided by partner in May 2014",NA,"Refined polygon",NA,0.30501316862,0.00393521428,0,0,0,4258.28,7127,1,-9999,-9999,-9999,11.632806536412,11.504565343066,10.980382960957
"185",14847,0,7140,"Africa","South Africa","ZAF","Umtamvuna Nature Reserve","Umtamvuna Nature Reserve","ZA065",-31,30.1666666667,3257,"Whole",1,"confirmed",NA,NA,"Ernst Retief, BirdLife South Africa","Gill Bunting, BirdLife International","2014/06/04",NA,NA,0,"Updated Version provided by partner in May 2014",NA,"Refined polygon",NA,0.57242150931,0.00247605683,0,0,0,2630.58,7140,1,-9999,-9999,-9999,50.113882622249,56.105768116427,60.804089378303
"186",14858,0,7154,"Africa","South Africa","ZAF","Bird Island","Bird Island","ZA079",-32.0833333333,18.3,3,"Whole",1,"confirmed",NA,NA,"Ernst Retief, BirdLife South Africa","Gill Bunting, BirdLife International","2014/06/04",NA,NA,0,"Updated Version provided by partner in May 2014",NA,"Refined polygon",NA,0.01483916663,9.36409e-06,0,0,0,9.83115,7154,1,-9999,-9999,-9999,249.295394897461,318.650909423828,393.509002685547
"187",14990,1906,2150,"Europe","France","FRA","Montagne de la Serre","Montagne de la Serre","FR151",45.6666666667,3.06666666667,2600,"Whole",1,"confirmed",NA,NA,"LPO","Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"LPO",NA,"Refined polygon",NA,0.31448162747,0.00303066181,45.6815509457,3.06598288474,0,2623.84,2150,0,-9999,-9999,-9999,107.993112095615,114.764640228093,121.190263212773
"188",15081,1998,2242,"Europe","France","FRA","Fort d'Orlans: massifs d'Ingrannes et de Lorris","Fort d'Orlans: massifs d'Ingrannes et de Lorris","FR136",47.9,2.33333333333,40400,"Most",2,"confirmed",NA,NA,"LPO","Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"LPO",NA,"Refined polygon",NA,2.10742142887,0.04888900006,47.9243473,2.32465087725,0,40597.6,2242,0,-9999,-9999,-9999,32.808693575817,34.92831129816,36.922802066972
"189",15084,2013,2257,"Europe","France","FRA","Bassin du Drugeon: Pontarlier-Frasne","Bassin du Drugeon: Pontarlier-Frasne","FR094",46.85,6.2,12500,"Whole",4,"confirmed",NA,NA,"LPO","Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"LPO",NA,"Refined polygon",NA,0.73621143524,0.01490766814,46.8539904827,6.20381990857,0,12633.4,2257,0,-9999,-9999,-9999,32.808220006482,34.4108503335,35.873189190583
"190",15121,2076,2322,"Europe","France","FRA","Marais de Balanon et de Villiers","Marais de Balanon et de Villiers","FR063",50.4666666667,1.63333333333,1500,"Most",1,"confirmed",NA,NA,"LPO","Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"LPO",NA,"Refined polygon",NA,0.24197280166,0.00189493579,50.4620621779,1.63371738373,0,1494.84,2322,0,-9999,-9999,-9999,157.64263785226,166.632254900251,174.937978399368
"191",15128,2109,2355,"Europe","France","FRA","Valle de la Charente et de la Seugne (Cabariot-Pons/St-Sever-de-Saintonge)","Valle de la Charente et de la Seugne (Cabariot-Pons/St-Sever-de-Saintonge)","FR102",45.7666666667,-0.66666666667,8300,"Whole",5,"confirmed",NA,NA,"LPO","Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"LPO",NA,"Refined polygon",NA,1.7069402149,0.00961367249,45.7856921592,-0.65904518717,0,8307.66,2355,0,-9999,-9999,-9999,91.025333099919,92.741869398557,93.764613315977
"192",15130,2111,2357,"Europe","France","FRA","Anse de Fouras, baie d'Yves et marais de Rochefort","Anse de Fouras, baie d'Yves et marais de Rochefort","FR104",46.0166666667,-0.95,17550,"Whole",3,"confirmed",NA,NA,"LPO","Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"LPO",NA,"Refined polygon",NA,1.33519643017,0.02042917317,46.0199515952,-0.95405976195,0,17579.6,2357,0,-9999,-9999,-9999,95.967185962797,101.934974369505,107.521391120374
"193",15139,2120,2366,"Europe","France","FRA","Plaines de Mirebeau et de Neuville-du-Poitou","Plaines de Mirebeau et de Neuville-du-Poitou","FR113",46.6666666667,0.2,10250,"Most",1,"confirmed",NA,NA,"LPO","Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"LPO",NA,"Refined polygon",NA,0.68060651322,0.01213113278,46.6769686706,0.20905245524,0,10314.3,2366,0,-9999,-9999,-9999,93.86890593914,101.247176593901,108.438294908037
"194",15178,2165,2411,"Europe","France","FRA","Haut Giffre","Haut Giffre","FR175",46.0666666667,6.8,20850,"Whole",5,"confirmed",NA,NA,"LPO","Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"LPO",NA,"Refined polygon",NA,1.01636288124,0.02352070918,46.0714838168,6.79528614315,0,20221.6,2411,0,-9999,-9999,-9999,30.1534232082,31.47241174174,32.566938866221
"195",15212,2060,2305,"Europe","France","FRA","Petite Camargue fluvio-lacustre","Petite Camargue fluvio-lacustre","FR234",43.6333333333,4.3,19300,"Whole",5,"confirmed","confirmed",NA,"LPO","Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"LPO",NA,"Refined polygon",NA,1.4602882539,0.02160983751,43.6061162409,4.32663020445,0,19390.6,2305,0,-9999,-9999,-9999,74.391454568276,76.999987539573,79.157095010464
"196",15218,2080,2326,"Europe","France","FRA","Moyenne Valle de la Durance","Moyenne Valle de la Durance","FR238",43.9,5.85,11300,"Whole",2,"confirmed","confirmed",NA,"LPO","Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"LPO",NA,"Refined polygon",NA,1.38952893167,0.01266305305,43.8562075495,5.85360824085,0,11315.3,2326,0,-9999,-9999,-9999,83.505686646979,87.407214204142,90.830890697553
"197",15230,2092,2338,"Europe","France","FRA","Plateau de l'Arbois, garrigues de Lancon et chane des Ctes","Plateau de l'Arbois, garrigues de Lancon et chane des Ctes","FR250",43.5666666667,5.2,34500,"Whole",3,"confirmed","confirmed",NA,"LPO","Gill Bunting, BirdLife International","2008/06/13",NA,NA,-1,"LPO",NA,"Refined polygon",NA,1.65690958918,0.03870709576,43.6007976214,5.22096005863,0,34735.1,2338,0,-9999,-9999,-9999,224.169888063998,238.468538749175,251.809354344576
"198",15708,0,1573,"Europe","Russia (European)","---","Dolina reki Kurdzhips","Kurdzhips river valley","RU1155",44.1666666667,39.9833333333,4500,"Most",1,"confirmed",NA,NA,"Tatiana Sviridova","Gill Bunting, BirdLife International","2014/09/21",NA,NA,0,"Provided by Tatiana Sviridova who produced the dataset for RBCU / Transparent World",NA,"Refined polygon",NA,0.4263861928,0.00505693364,0,0,0,4494.95,1573,0,-9999,-9999,-9999,33.719253566257,34.052010146203,33.516055497107
"199",15792,0,1539,"Europe","Russia (European)","---","Poluostrov Kanin","Kanin peninsula","RU1034",66.6666666667,44.6666666667,500000,"Little/none",0,"confirmed",NA,NA,"Tatiana Sviridova","Gill Bunting, BirdLife International","2014/09/21",NA,NA,0,"Provided by Tatiana Sviridova who produced the dataset for RBCU / Transparent World",NA,"Refined polygon",NA,1.88644808117,0.06215476453,0,0,0,30393.9,1539,0,-9999,-9999,-9999,0.095149323635,0.078872002952,0.063714332879
"200",15831,0,1586,"Europe","Russia (European)","---","Shilovskaya poima Oki","Shilovo flood-plain of Oka river","RU1086",54.3333333333,40.75,22000,"Whole",1,"confirmed",NA,NA,"Tatiana Sviridova","Gill Bunting, BirdLife International","2014/09/21",NA,NA,0,"Provided by Tatiana Sviridova who produced the dataset for RBCU / Transparent World",NA,"Refined polygon",NA,1.00126983374,0.03433756037,0,0,0,24777.4,1586,0,-9999,-9999,-9999,18.364446827464,17.755910615428,16.729953660549
"201",15878,0,1440,"Europe","Russia (European)","---","Prisur'ye","Sura environs","RU1188",55.05,46.5333333333,47920,"Little/none",1,"confirmed",NA,NA,"Tatiana Sviridova","Gill Bunting, BirdLife International","2014/09/21",NA,NA,0,"Provided by Tatiana Sviridova who produced the dataset for RBCU / Transparent World",NA,"Refined polygon",NA,1.6870113577,0.06735999793,0,0,0,47808.5,1440,0,-9999,-9999,-9999,34.442282357494,34.780362779176,34.226668407279
"202",16111,2633,2955,"Europe","Denmark","DNK","Dele af Randers og Mariager Fjorde","Parts of Randers and Mariager Fjords","DK015",56.65,10.1666666667,7500,"Whole",1,"confirmed",NA,NA,NA,"Gill Bunting, BirdLife International","2012/10/09",NA,"1899/12/30",0,"Provided by Partner for Marine eAtlas in October 2012",NA,"Refined polygon",NA,1.91565831268,0.01981487282,0,0,0,13493.3,2955,0,-9999,-9999,-9999,46.108525891296,46.402771043023,46.707890730122
"203",16129,2653,2975,"Europe","Denmark","DNK","Ballum og Husum Enge","Ballum og Husum Enge, Kamper strandenge","DK067",55.1333333333,8.71666666667,4280,"Whole",3,"confirmed",NA,NA,NA,"Gill Bunting, BirdLife International","2006/09/01","00:00:00",NA,0,"BirdLife International: Global IBA Layer - 13th June 2008",NA,"Refined polygon",NA,0.63445898231,0.00606776189,0,0,0,4296.98,2975,0,-9999,-9999,-9999,28.143952117007,27.448943510354,26.779076410495
"204",16131,2655,2977,"Europe","Denmark","DNK","Vejen Mose","Vejen Mose","DK054",55.5166666667,9.08333333333,460,"Whole",1,"confirmed",NA,NA,NA,"Gill Bunting, BirdLife International","2006/09/01","00:00:00",NA,0,"BirdLife International: Global IBA Layer - 13th June 2008",NA,"Refined polygon",NA,0.1577609533,0.00065830158,0,0,0,462,2977,0,-9999,-9999,-9999,67.046746253967,67.504256439209,67.975609016418
"205",16133,2657,2979,"Europe","Denmark","DNK","Hostrup S, Assenholm Mose og Felsted Vestermark","Hostrup S, Assenholm Mose and Felsted Vestermark","DK058",54.95,9.45,1330,"Whole",1,"confirmed",NA,NA,NA,"Gill Bunting, BirdLife International","2006/09/01","00:00:00",NA,0,"BirdLife International: Global IBA Layer - 13th June 2008",NA,"Refined polygon",NA,0.26831420001,0.00186199271,0,0,0,1324.63,2979,0,-9999,-9999,-9999,113.311023573442,112.479133397883,111.674652134288
"206",16179,2723,3046,"Europe","Denmark","DNK","Norsminde (Kysing) Fjord","Norsminde (Kysing) Fjord","DK030",56,10.3333333333,370,"Whole",1,"confirmed",NA,NA,NA,"Gill Bunting, BirdLife International","2012/10/09",NA,"1899/12/30",0,"Provided by Partner for Marine eAtlas in October 2012",NA,"Refined polygon",NA,0.18888711175,0.00083151345,0,0,0,576.005,3046,0,-9999,-9999,-9999,396.219762166341,407.210683186849,418.565572102865
"207",16192,0,3049,"Europe","Denmark","DNK","Skove og heder ved Bryrup","Forest areas south of Silkeborg","DK034",56.0166666667,9.46666666667,5070,"Whole",1,"confirmed",NA,NA,NA,"Gill Bunting, BirdLife International","2013/05/29",NA,"1899/12/30",0,"Provided by partner via marine team in May 2013","Provided by partner via marine team in May 2013","Refined polygon",NA,1.05945079731,0.00783695605,0,0,0,5426.02,3049,0,-9999,-9999,-9999,32.132784983374,32.670212666014,33.226287428466
